name;adddate;application;conscurvature;convex;density;dualbound;formats;gap;initinfeasibility;laghessianavgblocksize;laghessianmaxblocksize;laghessianminblocksize;maxcoef;mincoef;nbinvars;ncons;ncontvars;ngennlcons;ngennlfunc;nintvars;njacobiannlnz;njacobiannz;nlaghessianblocks;nlaghessiandiagnz;nlaghessiannz;nldensity;nlincons;nlinfunc;nlnz;nloperands;nnlbinvars;nnlfunc;nnlintvars;nnlsemi;nnlvars;nobjnlnz;nobjnz;npolynomcons;npolynomfunc;nquadcons;nquadfunc;nsemi;nsignomcons;nsignomfunc;nsos1;nsos2;nvars;nz;objcurvature;objsense;objtype;opabs;opcentropy;opcos;opcvpower;opdiv;operrorf;opexp;opgamma;oplog;oplog10;opmin;opmod;opmul;oppower;oprpower;opsignpower;opsin;opsqr;opsqrt;optanh;opvcpower;primalbound;probtype;references;source;sourceids
ex14_1_4;2001-07-31;;indefinite;False;0.8666666666666667;-7.738229965e-11;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;1.045704572;2.0;2;2;5.436564;0.07957747;0;4;3;4;4;0;6;12;1;2;4;0.75;0;1;6;{'sin', 'exp', 'mul'};0;4;0;0;2;0;1;0;0;0;0;0;0;0;0;0;3;13;linear;min;linear;;;;;;;True;;;;;;True;;;;True;;;;;-3.469446683e-17;NLP;['g00041', 'g00230'];FLOUDASBOOK(ex14.1.4);['Floudas e.a. handbook']
ex14_1_5;2001-07-31;;indefinite;False;0.7857142857142857;-7.999500886e-11;{'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;6.0;5.0;5;5;2.0;1.0;0;6;6;0;0;0;10;32;1;0;20;1.0;4;5;10;set();0;2;0;0;5;0;1;2;2;0;0;0;0;0;0;0;6;33;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;-1.476596624e-14;NLP;['g00041', 'g00272'];FLOUDASBOOK(ex14.1.5);['Floudas e.a. handbook']
ex14_1_6;2001-07-31;;indefinite;False;0.4236111111111111;0.0;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;1.0;1.6;3;1;1.0;0.001637;0;15;9;0;0;0;32;60;5;8;14;0.2857142857142857;1;2;32;set();0;14;0;0;8;0;1;0;0;14;14;0;0;0;0;0;9;61;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;0.0;QCP;['g00041', 'g00272'];FLOUDASBOOK(ex14.1.6);['Floudas e.a. handbook']
ex14_1_7;2001-07-31;;indefinite;False;0.65;-1e-10;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;211.4823;9.0;9;9;211.4823;0.0052095;0;17;10;16;16;0;100;116;1;5;59;0.6535947712418301;0;1;100;{'exp', 'mul'};0;17;0;0;9;0;1;0;0;1;1;0;0;0;0;0;10;117;linear;min;linear;;;;;;;True;;;;;;True;;;;;;;;;0.0;NLP;['g00041', 'g00281'];FLOUDASBOOK(ex14.1.7);['Floudas e.a. handbook']
ex14_1_8;2001-07-31;;indefinite;False;0.7333333333333333;0.0;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;0.143;2.0;2;2;10.0;0.01;0;4;3;4;4;0;6;10;1;2;4;0.75;0;1;6;{'div', 'exp', 'mul'};0;4;0;0;2;0;1;0;0;0;0;0;0;0;0;0;3;11;linear;min;linear;;;;;True;;True;;;;;;True;;;;;;;;;0.0;NLP;['g00041', 'g00266'];FLOUDASBOOK(ex14.1.8);['Floudas e.a. handbook']
ex14_1_9;2001-07-31;;unknown;;0.8333333333333334;-8.049116929e-16;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;0.6644295302;1.0;1;1;2020510000.0;0.003355705;0;2;2;2;2;0;2;4;1;1;1;1.0;0;1;2;{'div', 'exp', 'mul'};0;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;2;5;linear;min;linear;;;;;True;;True;;;;;;True;;;;;;;;;-8.049116929e-16;NLP;['g00041', 'g00262'];FLOUDASBOOK(ex14.1.9);['Floudas e.a. handbook']
ex14_2_1;2001-07-31;;indefinite;False;0.85;0.0;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;0.01767136784;2.0;3;1;3643.314;0.48;0;7;5;6;6;0;24;33;2;4;10;1.0;1;2;24;{'div', 'log'};0;6;0;0;4;0;1;0;0;0;0;0;0;0;0;0;5;34;linear;min;linear;;;;;True;;;;True;;;;;;;;;;;;;3.808775517e-11;NLP;['g00041'];FLOUDASBOOK(ex14.2.1);['Floudas e.a. handbook']
ex14_2_2;2001-07-31;;indefinite;False;0.7916666666666666;0.0;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;0.0009952390327;1.5;2;1;3643.314;0.1919873;0;5;4;4;4;0;12;18;2;3;5;1.0;1;2;12;{'div', 'log'};0;4;0;0;3;0;1;0;0;0;0;0;0;0;0;0;4;19;linear;min;linear;;;;;True;;;;True;;;;;;;;;;;;;0.0;NLP;['g00041'];FLOUDASBOOK(ex14.2.2);['Floudas e.a. handbook']
ex14_2_3;2001-07-31;;indefinite;False;0.8833333333333333;0.0;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;0.000527178708;2.5;4;1;3643.314;0.1763079;0;9;6;8;8;0;40;52;2;5;17;1.0;1;2;40;{'div', 'log'};0;8;0;0;5;0;1;0;0;0;0;0;0;0;0;0;6;53;linear;min;linear;;;;;True;;;;True;;;;;;;;;;;;;0.0;NLP;['g00041'];FLOUDASBOOK(ex14.2.3);['Floudas e.a. handbook']
ex14_2_4;2001-07-31;;indefinite;False;0.85;0.0;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;0.001682561061;2.0;3;1;3984.923;0.09105226;0;7;5;6;6;0;24;33;2;4;10;1.0;1;2;24;{'div', 'mul', 'sqr'};0;6;0;0;4;0;1;0;0;0;0;0;0;0;0;0;5;34;linear;min;linear;;;;;True;;;;;;;;True;;;;;True;;;;0.0;NLP;['g00041'];FLOUDASBOOK(ex14.2.4);['Floudas e.a. handbook']
ex14_2_5;2001-07-31;;indefinite;False;0.7916666666666666;0.0;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;0.8832255421;1.5;2;1;4117.068;0.321578;0;5;4;4;4;0;12;18;2;3;5;1.0;1;2;12;{'div', 'mul', 'sqr'};0;4;0;0;3;0;1;0;0;0;0;0;0;0;0;0;4;19;linear;min;linear;;;;;True;;;;;;;;True;;;;;True;;;;0.0;NLP;['g00041'];FLOUDASBOOK(ex14.2.5);['Floudas e.a. handbook']
ex14_2_6;2001-07-31;;indefinite;False;0.85;0.0;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;0.0005539700488;2.0;3;1;3816.44;0.00207944;0;7;5;6;6;0;24;33;2;4;10;1.0;1;2;24;{'div', 'log'};0;6;0;0;4;0;1;0;0;0;0;0;0;0;0;0;5;34;linear;min;linear;;;;;True;;;;True;;;;;;;;;;;;;0.0;NLP;['g00041'];FLOUDASBOOK(ex14.2.6);['Floudas e.a. handbook']
ex14_2_7;2001-07-31;;indefinite;False;0.8833333333333333;0.0;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;0.001151632556;2.5;4;1;3803.98;0.02281073;0;9;6;8;8;0;40;52;2;5;17;1.0;1;2;40;{'div', 'log'};0;8;0;0;5;0;1;0;0;0;0;0;0;0;0;0;6;53;linear;min;linear;;;;;True;;;;True;;;;;;;;;;;;;0.0;NLP;['g00041'];FLOUDASBOOK(ex14.2.7);['Floudas e.a. handbook']
ex14_2_8;2001-07-31;;indefinite;False;0.7916666666666666;0.0;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;3.997385632e-05;1.5;2;1;2787.498;0.02167921;0;5;4;4;4;0;12;18;2;3;5;1.0;1;2;12;{'div', 'log'};0;4;0;0;3;0;1;0;0;0;0;0;0;0;0;0;4;19;linear;min;linear;;;;;True;;;;True;;;;;;;;;;;;;0.0;NLP;['g00041'];FLOUDASBOOK(ex14.2.8);['Floudas e.a. handbook']
ex14_2_9;2001-07-31;;indefinite;False;0.7916666666666666;0.0;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;0.0001653463283;1.5;2;1;3803.98;0.1977406;0;5;4;4;4;0;12;18;2;3;5;1.0;1;2;12;{'div', 'log'};0;4;0;0;3;0;1;0;0;0;0;0;0;0;0;0;4;19;linear;min;linear;;;;;True;;;;True;;;;;;;;;;;;;2.22044605e-15;NLP;['g00041'];FLOUDASBOOK(ex14.2.9);['Floudas e.a. handbook']
ex2_1_1;2001-07-31;;linear;False;1.0;-17.0;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;0.0;1.0;1;1;100.0;0.5;0;1;5;0;0;0;0;5;5;5;5;1.0;1;1;5;set();0;1;0;0;5;5;5;0;0;0;1;0;0;0;0;0;5;10;concave;min;quadratic;;;;;;;;;;;;;;;;;;;;;;-17.0;QP;['g00041'];FLOUDASBOOK(ex2.1.1);['Floudas e.a. handbook']
ex2_1_10;2001-07-31;;linear;False;1.0;49318.01796;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;40.655;1.0;1;1;98.0;0.5;0;10;20;0;0;0;0;200;20;20;20;1.0;10;10;20;set();0;1;0;0;20;20;20;0;0;0;1;0;0;0;0;0;20;220;indefinite;min;quadratic;;;;;;;;;;;;;;;;;;;;;;49318.01796;QP;['g00041'];FLOUDASBOOK(ex2.1.10);['Floudas e.a. handbook']
ex2_1_2;2001-07-31;;linear;False;0.7777777777777778;-213.0;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;0.0;1.0;1;1;10.5;0.5;0;2;6;0;0;0;0;8;5;5;5;1.0;2;2;5;set();0;1;0;0;5;5;6;0;0;0;1;0;0;0;0;0;6;14;concave;min;quadratic;;;;;;;;;;;;;;;;;;;;;;-213.0;QP;['g00041'];FLOUDASBOOK(ex2.1.2);['Floudas e.a. handbook']
ex2_1_3;2001-07-31;;linear;False;0.3076923076923077;-15.0;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;0.0;1.0;1;1;10.0;0.5;0;9;13;0;0;0;0;27;4;4;4;1.0;9;9;4;set();0;1;0;0;4;4;13;0;0;0;1;0;0;0;0;0;13;40;concave;min;quadratic;;;;;;;;;;;;;;;;;;;;;;-15.0;QP;['g00041'];FLOUDASBOOK(ex2.1.3);['Floudas e.a. handbook']
ex2_1_4;2001-07-31;;linear;False;1.0;-11.0;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;0.0;1.0;1;1;8.0;0.1;0;5;6;0;0;0;0;30;1;1;1;1.0;5;5;1;set();0;1;0;0;1;1;6;0;0;0;1;0;0;0;0;0;6;36;concave;min;quadratic;;;;;;;;;;;;;;;;;;;;;;-11.0;QP;['g00041'];FLOUDASBOOK(ex2.1.4);['Floudas e.a. handbook']
ex2_1_5;2001-07-31;;linear;False;0.925;-268.0146316;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};3.731138299495151e-10;6e-05;1.0;1;1;90.0;0.5;0;11;10;0;0;0;0;101;7;7;7;1.0;11;11;7;set();0;1;0;0;7;7;10;0;0;0;1;0;0;0;0;0;10;111;concave;min;quadratic;;;;;;;;;;;;;;;;;;;;;;-268.0146315;QP;['g00041'];FLOUDASBOOK(ex2.1.5);['Floudas e.a. handbook']
ex2_1_6;2001-07-31;;linear;False;0.9333333333333333;-39.0;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;0.0;1.0;1;1;100.0;0.5;0;5;10;0;0;0;0;46;10;10;10;1.0;5;5;10;set();0;1;0;0;10;10;10;0;0;0;1;0;0;0;0;0;10;56;concave;min;quadratic;;;;;;;;;;;;;;;;;;;;;;-39.0;QP;['g00041'];FLOUDASBOOK(ex2.1.6);['Floudas e.a. handbook']
ex2_1_7;2001-07-31;;linear;False;0.8363636363636363;-4150.410134;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;0.01396;1.0;1;1;20.0;0.5;0;10;20;0;0;0;0;164;20;20;20;1.0;10;10;20;set();0;1;0;0;20;20;20;0;0;0;1;0;0;0;0;0;20;184;concave;min;quadratic;;;;;;;;;;;;;;;;;;;;;;-4150.410134;QP;['g00041'];FLOUDASBOOK(ex2.1.7);['Floudas e.a. handbook']
ex2_1_8;2001-07-31;;linear;False;0.2727272727272727;15639.0;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;24.0;1.0;1;1;830.0;1.0;0;10;24;0;0;0;0;48;24;24;24;1.0;10;10;24;set();0;1;0;0;24;24;24;0;0;0;1;0;0;0;0;0;24;72;concave;min;quadratic;;;;;;;;;;;;;;;;;;;;;;15639.0;QP;['g00041'];FLOUDASBOOK(ex2.1.8);['Floudas e.a. handbook']
ex2_1_9;2001-07-31;;linear;False;1.0;-0.3750000001;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;0.0;10.0;10;10;1.0;1.0;0;1;10;0;0;0;0;10;1;0;44;1.0;1;1;10;set();0;1;0;0;10;10;10;0;0;0;1;0;0;0;0;0;10;20;indefinite;min;quadratic;;;;;;;;;;;;;;;;;;;;;;-0.375;QP;['g00041'];FLOUDASBOOK(ex2.1.9);['Floudas e.a. handbook']
ex3_1_1;2001-07-31;;indefinite;False;0.35714285714285715;7049.248018;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};4.2557732377300016e-10;8.0;2.666667;3;2;2500.0;0.0025;0;6;8;0;0;0;8;17;3;0;10;0.3333333333333333;3;4;8;set();0;3;0;0;8;0;3;0;0;3;3;0;0;0;0;0;8;20;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;7049.248021;QCP;['g00041', 'g00242'];FLOUDASBOOK(ex3.1.1);['Floudas e.a. handbook']
ex3_1_2;2001-07-31;;indefinite;False;0.8285714285714286;-30665.5387;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};9.78296829055384e-10;0.0;5.0;5;5;37.29324;0.0006262;0;6;5;0;0;0;26;26;1;1;15;0.8285714285714286;0;0;29;set();0;7;0;0;5;3;3;0;0;6;7;0;0;0;0;0;5;29;indefinite;min;quadratic;;;;;;;;;;;;;;;;;;;;;;-30665.53867;QCQP;['g00041', 'g00236'];FLOUDASBOOK(ex3.1.2);['Floudas e.a. handbook']
ex3_1_3;2001-07-31;;concave;False;0.42857142857142855;-310.0000001;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};3.225807176931994e-10;0.0;1.0;1;1;25.0;1.0;0;6;6;0;0;0;2;12;6;6;6;0.4444444444444444;4;4;8;set();0;3;0;0;6;6;6;0;0;2;3;0;0;0;0;0;6;18;concave;min;quadratic;;;;;;;;;;;;;;;;;;;;;;-310.0;QCQP;['g00041', 'g00239'];FLOUDASBOOK(ex3.1.3);['Floudas e.a. handbook']
ex3_1_4;2001-07-31;;concave;False;0.9166666666666666;-4.000000001;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};2.5000002068509275e-10;0.0;3.0;3;3;20.0;1.0;0;3;3;0;0;0;3;8;1;3;9;1.0;2;3;3;set();0;1;0;0;3;0;3;0;0;1;1;0;0;0;0;0;3;11;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;-4.0;QCP;['g00041', 'g00231'];FLOUDASBOOK(ex3.1.4);['Floudas e.a. handbook']
ex3pb;2007-06-14;Process selection;indefinite;False;0.0966796875;68.009743;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};1.5438964304082636e-08;2.0;1.0;1;1;80.0;0.4;8;31;24;5;5;0;5;77;5;5;5;0.2;26;27;5;{'exp'};0;5;0;0;5;0;22;0;0;0;0;0;0;0;0;0;32;99;linear;min;linear;;;;;;;True;;;;;;;;;;;;;;;68.00974405;MBNLP;['g00032'];modified MINOPTLIB(duran86-3.dat), VECCHIETTI, modified;['MINOPT Model Library', 'Vecchietti library']
ex4;2001-05-01;Product positioning in a multiattribute space;convex;True;0.2114695340501792;-8.064136165;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;8.5;1.0;1;1;1000.0;0.01;25;30;11;0;0;0;125;200;5;5;5;0.9769230769230769;5;5;127;set();0;26;0;0;5;2;36;0;0;25;26;0;0;0;0;0;36;236;convex;min;quadratic;;;;;;;;;;;;;;;;;;;;;;-8.064136165;MBQCQP;['g00032'];MINOPTLIB(duran86-4.dat), VECCHIETTI;['MINOPT Model Library', 'Vecchietti library']
ex4_1_1;2001-07-31;;linear;False;1.0;-7.487312372;{'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};9.349148732896731e-10;0.0;1.0;1;1;7.1;0.4875;0;0;1;0;0;0;0;0;1;1;1;1.0;0;0;1;set();0;1;0;0;1;1;1;0;1;0;0;0;0;0;0;0;1;1;nonconvex;min;polynomial;;;;;;;;;;;;;;;;;;;;;;-7.487312365;NLP;['g00041', 'g00218'];FLOUDASBOOK(ex4.1.1);['Floudas e.a. handbook']
ex4_1_2;2001-07-31;;linear;False;1.0;-663.5000973;{'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};1.0550111302937617e-09;0.0;1.0;1;1;500.0;0.106383;0;0;1;0;0;0;0;0;1;1;1;1.0;0;0;1;set();0;1;0;0;1;1;1;0;1;0;0;0;0;0;0;0;1;1;nonconvex;min;polynomial;;;;;;;;;;;;;;;;;;;;;;-663.5000966;NLP;['g00041', 'g00219'];FLOUDASBOOK(ex4.1.2);['Floudas e.a. handbook']
ex4_1_3;2001-07-31;;linear;False;1.0;-443.6717054;{'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};1.5777431363068533e-09;0.0;1.0;1;1;5.0;8.9248e-05;0;0;1;0;0;0;0;0;1;1;1;1.0;0;0;1;set();0;1;0;0;1;1;1;0;1;0;0;0;0;0;0;0;1;1;nonconvex;min;polynomial;;;;;;;;;;;;;;;;;;;;;;-443.6717047;NLP;['g00041', 'g00220'];FLOUDASBOOK(ex4.1.3);['Floudas e.a. handbook']
ex4_1_4;2001-07-31;;linear;;1.0;-1e-09;{'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;0.0;1.0;1;1;4.0;3.0;0;0;1;0;0;0;0;0;1;1;1;1.0;0;0;1;set();0;1;0;0;1;1;1;0;1;0;0;0;0;0;0;0;1;1;nonconcave;min;polynomial;;;;;;;;;;;;;;;;;;;;;;0.0;NLP;['g00041', 'g00221'];FLOUDASBOOK(ex4.1.4);['Floudas e.a. handbook']
ex4_1_5;2001-07-31;;linear;;1.0;-5e-10;{'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;0.0;2.0;2;2;6.0;0.1666667;0;0;2;0;0;0;0;0;1;2;4;1.0;0;0;2;set();0;1;0;0;2;2;2;0;1;0;0;0;0;0;0;0;2;2;nonconcave;min;polynomial;;;;;;;;;;;;;;;;;;;;;;0.0;NLP;['g00041', 'g00221'];FLOUDASBOOK(ex4.1.5);['Floudas e.a. handbook']
ex4_1_6;2001-07-31;;linear;;1.0;6.999999993;{'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};9.999999568577395e-10;0.0;1.0;1;1;27.0;4.0;0;0;1;0;0;0;0;0;1;1;1;1.0;0;0;1;set();0;1;0;0;1;1;1;0;1;0;0;0;0;0;0;0;1;1;nonconcave;min;polynomial;;;;;;;;;;;;;;;;;;;;;;7.0;NLP;['g00041', 'g00223'];FLOUDASBOOK(ex4.1.6);['Floudas e.a. handbook']
ex4_1_7;2001-07-31;;linear;False;1.0;-7.500000007;{'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};9.333332921338903e-10;0.0;1.0;1;1;10.0;1.5;0;0;1;0;0;0;0;0;1;1;1;1.0;0;0;1;set();0;1;0;0;1;1;1;0;1;0;0;0;0;0;0;0;1;1;nonconvex;min;polynomial;;;;;;;;;;;;;;;;;;;;;;-7.5;NLP;['g00041', 'g00225'];FLOUDASBOOK(ex4.1.7);['Floudas e.a. handbook']
ex4_1_8;2001-07-31;;indefinite;False;1.0;-16.7388932;{'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};1.1948220164275963e-09;5.095007812e-05;1.0;1;1;12.0;1.0;0;1;2;0;0;0;1;2;2;2;2;0.5;0;0;2;set();0;2;0;0;2;1;2;1;1;0;1;0;0;0;0;0;2;4;convex;min;quadratic;;;;;;;;;;;;;;;;;;;;;;-16.73889318;NLP;['g00041', 'g00227'];FLOUDASBOOK(ex4.1.8);['Floudas e.a. handbook']
ex4_1_9;2001-07-31;;nonconvex;False;1.0;-5.508013385;{'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};2.0697117826976942e-08;0.0001318226299;1.0;1;1;96.0;1.0;0;2;2;0;0;0;2;4;1;1;1;1.0;0;1;2;set();0;2;0;0;1;0;2;2;2;0;0;0;0;0;0;0;2;6;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;-5.508013271;NLP;['g00041'];FLOUDASBOOK(ex4.1.9);['Floudas e.a. handbook']
ex5_2_2_case1;2001-07-31;;indefinite;False;0.4603174603174603;-400.0;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;0.0;3.0;3;3;16.0;1.0;0;6;9;0;0;0;7;23;1;0;4;0.7777777777777778;3;4;7;set();0;3;0;0;3;0;6;0;0;3;3;0;0;0;0;0;9;29;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;-400.0;QCP;['g00041', 'Haverly1978'];FLOUDASBOOK(ex5.2.2_case1);['Floudas e.a. handbook']
ex5_2_2_case2;2001-07-31;;indefinite;False;0.4603174603174603;-600.0000002;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};3.3333340828297273e-10;0.0;3.0;3;3;16.0;1.0;0;6;9;0;0;0;7;23;1;0;4;0.7777777777777778;3;4;7;set();0;3;0;0;3;0;6;0;0;3;3;0;0;0;0;0;9;29;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;-600.0;QCP;['g00041', 'Haverly1978'];FLOUDASBOOK(ex5.2.2_case2);['Floudas e.a. handbook']
ex5_2_2_case3;2001-07-31;;indefinite;False;0.4603174603174603;-750.0;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;0.0;3.0;3;3;15.0;1.0;0;6;9;0;0;0;7;23;1;0;4;0.7777777777777778;3;4;7;set();0;3;0;0;3;0;6;0;0;3;3;0;0;0;0;0;9;29;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;-750.0;QCP;['g00041', 'Haverly1978'];FLOUDASBOOK(ex5.2.2_case3);['Floudas e.a. handbook']
ex5_2_4;2001-07-31;;indefinite;False;0.5510204081632653;-450.0000005;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};1.1111111083058252e-09;1.0;5.0;5;5;16.0;0.5;0;6;7;0;0;0;11;20;1;0;12;0.8;3;3;16;set();0;4;0;0;5;5;7;0;0;3;4;0;0;0;0;0;7;27;indefinite;min;quadratic;;;;;;;;;;;;;;;;;;;;;;-450.0;QCQP;['g00041', 'g00241'];FLOUDASBOOK(ex5.2.4);['Floudas e.a. handbook']
ex5_2_5;2001-07-31;;indefinite;False;0.371875;-3709.463798;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.05984679942857149;1.0;9.0;9;9;19.0;0.1;0;19;32;0;0;0;168;206;3;0;120;0.6018518518518519;8;8;195;set();0;12;0;0;27;27;32;0;0;11;12;0;0;0;0;0;32;238;indefinite;min;quadratic;;;;;;;;;;;;;;;;;;;;;;-3500.0;QCQP;['g00041', 'g00241'];FLOUDASBOOK(ex5.2.5);['Floudas e.a. handbook']
ex5_3_2;2001-07-31;;indefinite;False;0.16844919786096257;1.864159458;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.0;300.0;5.0;5;5;1.0;0.00432;0;16;22;0;0;0;24;59;2;0;24;0.26666666666666666;7;8;24;set();0;9;0;0;10;0;4;0;0;9;9;0;0;0;0;0;22;63;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;1.864159459;QCP;['g00041', 'g00257'];FLOUDASBOOK(ex5.3.2);['Floudas e.a. handbook']
ex5_3_3;2001-07-31;;indefinite;False;0.08572281959378733;2.472970113;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};0.3077465865840005;600.0;5.666667;8;4;1.0;9.407e-05;0;53;62;0;0;0;188;275;9;0;140;0.11204481792717087;19;19;200;set();0;35;0;0;51;12;12;0;0;34;35;0;0;0;0;0;62;287;indefinite;min;quadratic;;;;;;;;;;;;;;;;;;;;;;3.234018224;QCQP;['g00041', 'g00026'];FLOUDASBOOK(ex5.3.3);['Floudas e.a. handbook']
ex5_4_2;2001-07-31;;indefinite;False;0.35714285714285715;7512.230144;{'lp', 'pip', 'gms', 'ams', 'osil', 'nl', 'py', 'mod'};1.331163075900242e-10;1225000.0;2.666667;3;2;2500.0;1.0;0;6;8;0;0;0;8;17;3;0;10;0.3333333333333333;3;4;8;set();0;3;0;0;8;0;3;0;0;3;3;0;0;0;0;0;8;20;linear;min;linear;;;;;;;;;;;;;;;;;;;;;;7512.230145;QCP;['g00041', 'g00244'];FLOUDASBOOK(ex5.4.2);['Floudas e.a. handbook']
ex5_4_3;2001-07-31;;indefinite;False;0.1875;4845.462004;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};2.0637873905733671e-10;1000.0;3.0;4;2;1300.0;0.03333333;0;13;16;0;1;0;14;38;4;4;20;0.3;9;9;18;{'div', 'mul', 'vcpower'};0;5;0;0;12;4;4;0;0;4;4;0;0;0;0;0;16;42;nonconcave;min;nonlinear;;;;;True;;;;;;;;True;;;;;;;;True;4845.462005;NLP;['g00041', 'g00257'];FLOUDASBOOK(ex5.4.3);['Floudas e.a. handbook']
ex5_4_4;2001-07-31;;indefinite;False;0.1388888888888889;10077.77539;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};9.922824592123353e-10;2000.0;3.5;5;2;2000.0;0.1666667;0;19;27;0;1;0;27;69;6;6;36;0.22448979591836735;13;13;33;{'div', 'mul', 'vcpower'};0;7;0;0;21;6;6;0;0;6;6;0;0;0;0;0;27;75;nonconcave;min;nonlinear;;;;;True;;;;;;;;True;;;;;;;;True;10077.7754;NLP;['g00041', 'g00258'];FLOUDASBOOK(ex5.4.4);['Floudas e.a. handbook']
ex6_1_1;2001-07-31;;indefinite;False;0.42857142857142855;-0.02019831278;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};5.346981562936406e-08;1.110223025e-16;4.0;4;4;1.0;0.1590409;0;6;8;0;1;0;12;16;2;4;24;0.5;2;2;20;{'log', 'mul'};0;5;0;0;8;8;8;0;0;4;4;0;0;0;0;0;8;24;indefinite;min;nonlinear;;;;;;;;;True;;;;True;;;;;;;;;-0.0201983117;NLP;['g00041', 'g00267', 'g00269'];FLOUDASBOOK(ex6.1.1);['Floudas e.a. handbook']
ex6_1_2;2001-07-31;;indefinite;False;0.75;-0.03246452728;{'gms', 'ams', 'osil', 'nl', 'py', 'mod'};2.393962488521029e-05;1.110223025e-16;4.0;4;4;1.0;0.02875;0;3;4;0;1;0;6;8;1;2;10;0.8333333333333334;1;1;10;{'log', 'mul'};0;3;0;0;4;4;4;0;0;2;2;0;0;0;0;0;4;12;indefinite;min;nonlinear;;;;;;;;;True;;;;True;;;;;;;;;-0.03246375011;NLP;['g00041', 'g00265'];FLOUDASBOOK(ex6.1.2);['Floudas e.a. handbook']
